code,name,price,stock,FL Lotte,FL Takashimaya,FL Estella,FL Crescent Mall,Sale Online,FL Event HCM,Kho VP805,Kho GKCPP,Kho FL,Kho ADC,FL Sai Dong,Kho HN_Thanh lý,Kho HCM_Thanh lý
TM-107446,Tomica Build City Shop In Your Town Vietnam Funny Land,"199,000",847,8,,4,4,,,,723,100,,4,4,
TM-108108,R-03 Curve Rail,"180,000",39,,,2,,,,,,37,,,,
TM-108160,Aqua Curl Misaki,"999,000",10,,,5,,,,,,,,5,,
TM-108177,Aqua Curl Mist Dresser,"1,390,000",1,,,,,,,,,,,,1,
TM-110699,Princess Room,"1,299,000",2,,,2,,,,,,,,,,
TM-111207,R-12 Loop Point Rail,"140,000",2,,,,,,,,,2,,,,
TM-112617,R-09 CURVE RAIL - DOUBLE TRACK,"120,000",10,,,,,,,,,10,,,,
TM-112907,R-14 Crossing Point Rail,"120,000",231,3,,18,,,,,,,210,,,
TM-113287,Jurassic World Indoraptor,"199,000",1,,,,,,,,,,,,1,
TM-113294,Jurassic World Stygimoloch,"199,000",1,,,,,,,,,,,,1,
TM-113317,Lets Explore Jurassic World,"1,490,000",1,,,,,,,,,,,,1,
TM-113508,R-16 Auto Point Track,"198,000",1,,,1,,,,,,,,,,
TM-113881,Hello Pikachu,"579,000",3,,,1,,,,,,,,,2,
TM-114017,Bộ mô hình xe Tomica khủng long,"599,000",9,2,,4,,,,,,3,,,,
TM-115687,DM-14 Disney Motors CUBIT ,"180,000",1,,,,,,,,,,,,1,
TM-115755,DM Jewelryway LuluuTruckMinnie,"180,000",1,,,,,,,,,,,,1,
TM-115762,DM Jewelryway Ribonet Daisy,"180,000",2,,,,,,,,,,,,2,
TM-116486,Metacolle Minions Mel,"279,000",24,15,,7,,,,,,,,,2,
TM-116493,Metacolle Minions Prison Clothes No.301,"279,000",4,2,,,,,,,,,,,2,
TM-116523,Metacolle Minions Prison Clothes No.603,"279,000",12,6,,1,,,,,,,,2,3,
TM-117964,Phụ Kiện Licca Sushi Shop,"360,000",31,,,7,,,,,,6,,18,,
TM-118060,LW-18 Shining Party,"290,000",1,,,,,,,,,,,1,,
TM-119524,AS-34 Rabbit,"99,000",1,,,,,,,,,,,,1,
TM-119531,E7 KAGAYAKI BASIC RAIL SET WITH LIGHT,"1,179,000",1,,,,,,,,,1,,,,
TM-121756AS,Asia New Year Ania-Pig,"99,000",102,2,,2,,,,,,,,98,,
TM-123903,Bộ con quay Beyblade Burst BBG-21 ,"1,990,000",1,1,,,,,,,,,,,,
TM-128106,DM-20 DREAM STAR2 Buzz,"180,000",9,4,,,,,,,,,,5,,
TM-128830,Đầm Licca công chúa cầu vồng,"549,000",13,,,,,,,,,7,,6,,
TM-128847,Đầm Licca công chúa đại dương,"549,000",17,,,,,,,,,7,,10,,
TM-128878,Búp bê Licca công chúa váy hoa,"949,000",3,,,,,,,,,3,,,,
TM-128892, LF-07 Bộ giường ngủ công chúa Licca,"990,000",6,,,1,,,,,,,,5,,
TM-128908, LF-08 Bộ ghế sofa công chúa Licca,"449,000",29,,,8,,,,,,10,,11,,
TM-129226,LW-16 Mermaid Resort,"489,000",12,,,4,,,,,,6,,2,,
TM-130567,LF-04 Xe gia đình búp bê Licca,"579,000",14,,,7,,,,,,,,7,,
TM-130871,Tomica 4D Toyota 86Gr Gazoo,"379,000",1,,,,,,,,,,,,1,
TM-132202,Bộ Tomica công trường Korokoro,"799,000",3,,,,,,,1,,,,,2,
TM-132882,Ngôi nhà bạn bè Ania,"990,000",1,,,,,,,,,,,,1,
TM-132899,Khu vườn bạn bè Ania,"990,000",17,3,,10,,,,,,3,,,1,
TM-133025,No.078-12 No. 78 SPX20 (box),"89,000",1,,,,,,,,,,,,1,
TM-133148,TS4 DM ChimChim Forky,"180,000",4,,,,,,,,,,,,4,
TM-133629,TS4 Grand Carry Buzz & Woody,"799,000",1,,,,,,,,,1,,,,
TM-133810,ANIA Jurassic World  D,"199,000",1,,,,,,,,,,,,1,
TM-134718,Xe Tomica Pals Woody,"429,000",2,,,2,,,,,,,,,,
TM-134725,Xe Tomica Pals Buzz,"429,000",11,,,6,5,,,,,,,,,
TM-136057,LW-10 Đầm Licca màu hồng,"360,000",22,,,6,,,,,,6,,9,1,
TM-136064,LW-11 Trang phục chơi Tennis,"360,000",10,,,,,,,,,5,,5,,
TM-136088,LD-05 Búp bê Licca cô dâu ,"699,000",1,,,,,,,,,1,,,,
TM-136736,Tàu hỏa Plarail First reprinted,"799,000",1,,,1,,,,,,,,,,
TM-136767,Tomica 4D Nissan Gt-R,"379,000",5,3,,1,1,,,,,,,,,
TM-139584,Xe buýt sư tử Let's Go,"699,000",7,1,,6,,,,,,,,,,
TM-139607,AS-13 Mô hình Báo săn mồi,"99,000",75,8,,49,,,,,,,,18,,
TM-140122,Black Mini T-Rex,,29,,,,,,,,,,,29,,
TM-140238,Frozen Flash Beat Anna 2019,"180,000",5,,,,1,,,,,,,,4,
TM-140245,Frozen Chim Chim Olaf,"180,000",1,,,,,,,,,,,,1,
TM-140283,Frozen Speed Way Elsa,"180,000",6,3,,1,1,,,,,,,,1,
TM-141372,Lw-13 Phụ Kiện Licca Trượt Băng,"449,000",11,,,6,,,,,,2,,3,,
TM-141419,Bộ Búp Bê Công Chúa Cao Cấp,"749,000",65,,,6,,,,,15,32,,12,,
TM-146544,Xe Tomica 4D Lamborghini Huracan (đỏ),"379,000",1,,,1,,,,,,,,,,
TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,"1,299,000",96,,,43,,,,1,18,32,,2,,
TM-148180,H: T-Rex Metalic Ver.,"199,000",24,7,,6,,,,,,,,11,,
TM-148647,Bộ trưng bày Pikachu,,192,,,,,,,,,,,192,,
TM-148784,Bộ Tomica Tower white box,,1,,,,,,,,,1,,,,
TM-150077,R-06 Sloping Rail,"140,000",9,,,9,,,,,,,,,,
TM-150251,Toystory Xe Tải Pizza Tomica,"649,000",3,1,,2,,,,,,,,,,
TM-301585,Đồ chơi R-28 Double Turnout,"180,000",80,,,18,,,,,,,62,,,
TM-301646,Tomica Circuit,"1,890,000",60,4,,6,2,,,,,3,39,6,,
TM-333395,58 Suzuki Wagon R,"89,000",16,8,,,2,,,,,1,,1,4,
TM-333432,28 Toyota iQ,"89,000",24,6,,7,2,,,,,1,,,8,
TM-333470,22 Nissan Note,"89,000",9,,,4,2,,,,,1,,,2,
TM-333692,20 Honda Insight,"89,000",4,,,,4,,,,,,,,,
TM-333814,89 Toyota Prius,"89,000",1,,,,,,,,,,,,,1
TM-335894,S-11 N700 w/Sound,"490,000",10,,,,,,,,,1,9,,,
TM-342830,E3 Tsubasa & E4 Max,"790,000",16,1,,2,,,,,,7,6,,,
TM-359333,117 Mitsubishi iMiEV,"89,000",6,,,,,,,,,2,,1,3,
TM-359579,61 Suzuki Alto,"89,000",40,4,,16,14,,,,,1,,,5,
TM-359623,12 Nissan March,"89,000",37,1,,22,6,,,,,,,1,7,
TM-359647,27 Nissan Juke,"89,000",3,,,,1,,,,,,,,2,
TM-369516,Color Change Dress B,"360,000",8,,,,,,,,,,,6,2,
TM-376194,S-41 Cassiopea,"390,000",1,,,,,,,,,,,,1,
TM-376217,D51 Mega Rail Set,"990,000",23,4,,4,,,,,,2,8,4,,1
TM-376262,DM-19 Dream Star,"160,000",24,,,,,,,,,,24,,,
TM-376286,DM NEW TOY BUZZ,"160,000",4,,,,,,,,,1,,,3,
TM-382966,81 Honda CR-Z,"89,000",1,,,1,,,,,,,,,,
TM-384489,S-29 C61 w/light,"420,000",1,,,,,,,,,1,,,,
TM-392330,92 Toyota Ractis,"89,000",25,,,13,6,,,,,,,,6,
TM-392460,120 Nissan Leaf SP,"89,000",32,5,,13,5,,,,,3,,1,5,
TM-392477,104 Toyota Vitz SP,"89,000",3,,,,1,,,,,,,,2,
TM-392484,120 Nissan Leaf,"89,000",8,2,,2,3,,,,,,,,1,
TM-392507,104 Toyota Vitz,"89,000",8,2,,1,3,,,,,,,,2,
TM-392606,32 Daihatsu Move,"89,000",119,24,,8,7,,,,,3,50,18,7,2
TM-392644,105 Suzuki MR Wagon,"89,000",17,3,,5,4,,,,,,,,5,
TM-392682,86 Toyota Prius Alfa,"89,000",3,,,1,,,,,,2,,,,
TM-392729,100 Honda Fit Shuttle,"89,000",2,,,,,,,,,1,,,1,
TM-393375,KF-01 C12 Locomotive,"240,000",2,,,,,,,,,2,,,,
TM-393429,KF-05 30A Container,"95,000",5,5,,,,,,,,,,,,
TM-393870,Happy Cordinate (24),"120,000",18,,,,,,,,,16,,2,,
TM-394808,Megaton Dump,"1,200,000",3,3,,,,,,,,,,,,
TM-396727,Techology TP-03 Sakura,"198,000",4,,,,,,,,,,,4,,
TM-396987,Princess Licca Ti Hon,"750,000",1,,,1,,,,,,,,,,
TM-397106,Deco Seal Dress (12),"160,000",25,,,10,,,,,,14,,1,,
TM-397618,07 Impreza WRX,"89,000",185,2,,2,3,,,,,,168,10,,
TM-397663,Đồ chơi TT-01 Tecology  Prius,"180,000",3,,,1,,,,,,,,,2,
TM-399957,Panda Family Gift Set,"449,000",22,5,,17,,,,,,,,,,
TM-402886,Big BS-01 E5 Hayabusa,"650,000",12,,,,,,,,,,,10,2,
TM-418306,S-06 E3 Tsubasa,"390,000",8,,,1,,,,,,,7,,,
TM-421320,Tomica Go! Go! Highway,"1,200,000",13,2,,4,1,,,,,1,,5,,
TM-423072,32 Daihatsu Move SP,"89,000",9,1,,3,1,,,,,2,,,2,
TM-423096,105 Suzuki MR Wagon SP,"89,000",8,1,,4,3,,,,,,,,,
TM-423102,86 Toyota Prius Alfa SP,"89,000",1,,,,,,,,,,,,1,
TM-424697,Big Train Base,"990,000",42,3,,2,,,,,,5,32,,,
TM-424727,Loader Rolling Bucket,"980,000",35,2,,4,1,,,,,2,24,2,,
TM-427155,AR-01 Stop Rail,"95,000",1,,,,,,,,,,,1,,
TM-427162,AR-02 Cross Point Rail,"95,000",1,,,,,,,,,,,1,,
TM-432982,Tomica Auto Car Port,"1,600,000",34,4,,6,2,,,,,5,12,4,1,
TM-434474,LW-07 Berry Denim,"360,000",8,,,,,,,,,,,8,,
TM-435730,Big BS-04 N700 Mizuho,"650,000",30,1,,4,,,,,,4,18,3,,
TM-436690,Techology TP-07 Nankai,"198,000",1,,,,,,,,,1,,,,
TM-436706,Techology TP-08 500,"198,000",3,,,1,,,,,,2,,,,
TM-436720,Techology TP-10 Railster,"198,000",4,,,3,,,,,,1,,,,
TM-439066,61 BMW Z4,"89,000",6,,,1,,,,,,5,,,,
TM-439073,61 BMW Z4,"89,000",99,1,,,,,,,,89,,9,,
TM-439080,103 Nissan Note,"89,000",7,2,,,1,,,,,1,,,3,
TM-439233,05 Chevrolet Corvette,"89,000",3,,,,,,,,,1,,,2,
TM-439257,82 Mazda CX-5,"89,000",1,,,,1,,,,,,,,,
TM-439271,117 Porshe 911 Carrira,"89,000",5,,,,,,,,,1,,,,4
TM-441748,E2 Yamabiko & E3 Komachi,"1,200,000",1,,,,,,,,,1,,,,
TM-449065,DM-12 Wagon Mickey,"160,000",37,8,,1,16,,,,,,,4,8,
TM-449126,LD-17 Grandmother,"750,000",8,,,1,,,,,,3,,4,,
TM-449720,Happy Cordinate (24),"120,000",8,,,,,,,,,6,,2,,
TM-449928,DM-01 Disney Motors,"160,000",5,,,,,,,,,,,,5,
TM-452461,Brush & Comb Set,"59,000",5,,,,,,,,,3,,2,,
TM-453253,Tecology Koko,"298,000",7,,,,,,,,,5,,2,,
TM-453260,Tecology Brewster,"298,000",1,,,,,,,,,1,,,,
TM-454199,DM-08 Warmn Donald,"160,000",2,,,,,,,,,1,,,1,
TM-454663,Shop Flower Set,"198,000",2,,,,,,,,,,,2,,
TM-457824,DM-03 Ragoom Stitchi,"160,000",42,,,,,,,,,,42,,,
TM-458722,CS-08 Mtambo,"398,000",1,,,,,,,,,1,,,,
TM-458791,Basic Set Brewster,"950,000",1,,,,,,,,,1,,,,
TM-463566,DM-15 Speedway Daisy,"160,000",172,11,,69,8,,,,,1,60,12,11,
TM-463573,DM-04 Chimchim Patrol,"160,000",3,,,,,,,,,,,1,2,
TM-466383,Dream Tomica Hello Kitty,"160,000",10,,,,8,,,,,,,,2,
TM-467342,92 Toyota Crown Athlete,"89,000",34,,,,,,,,,,34,,,
TM-467410,100 Lexus IS F Sport SP,"89,000",24,,,,,,,,,,24,,,
TM-467427,100 Lexus IS F Sport,"89,000",1,,,1,,,,,,,,,,
TM-467434,27 NISSAN NV350 CARAVAN,"89,000",1,,,,,,,,,,,,1,
TM-467458,10 Lotus Exige R-GT,"89,000",33,,,,,,,,,,33,,,
TM-470687,Big BS-02 E6 S.Komachi,"650,000",28,,,3,,,,,,6,18,1,,
TM-470700,Shinkansen Super Komachi Set,"1,190,000",9,4,,3,,,,,,1,,,1,
TM-470878,Big Dome Terminal Station,"1,590,000",60,1,,,,,,,,5,54,,,
TM-471042,12 Toyota Porte,"89,000",2,1,,,1,,,,,,,,,
TM-471097,Tomica Box No.58 Suzuki Wagon R,"89,000",41,8,,2,3,,,,,3,,13,12,
TM-471233,20 Honda N Box,"89,000",2,,,,,,,,,,,,2,
TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,"89,000",354,3,,,22,,,,,23,306,,,
TM-472278,81 Honda N-One,"89,000",8,1,,1,2,,,,,,,,3,1
TM-472322,105 Nissan Skyline,"89,000",36,,,,,,,,,,35,,1,
TM-472353,60 Ford Mustang GT V8 SP,"89,000",1,,,,,,,,,,,,1,
TM-472391,64 Porsche Boxster,"89,000",1,,,,,,,,,,,,1,
TM-474784,Police Car Shoot Base,"790,000",33,4,,1,,,,,,4,24,,,
TM-480280,Chim Chim Mike,"160,000",4,,,,,,,,,,,,4,
TM-480297,Jolly float Suger rush,"160,000",1,,,,,,,,,,,1,,
TM-483847,DM-16 Dreamstar Racing,"160,000",1,,,,,,,,,,,,1,
TM-483854,DM-18 Corot Racing Pooh,"160,000",4,,,1,,,,,,,,,3,
TM-483878,DM-19 Tim Tim Donald,"160,000",2,,,,,,,,,,,,2,
TM-484615,Tomica Challenge Park,"890,000",26,6,,7,,,,,,1,12,,,
TM-487890,Playset Safari Park,"790,000",2,,,,,,,,,,,,2,
TM-491033,Adventure Map Zoo,"179,000",2,1,,1,,,,,,,,,,
TM-494072,Walooda Scorpion,"750,000",5,,,,,,,,,,,4,1,
TM-495918,DM-17 Speedway Racing,"160,000",3,,,,,,,,,,,,2,1
TM-496274,AL-02 Triceratops,"199,000",1,,,,,,,,,,,,1,
TM-496687,J-26 Curve Station,"240,000",3,3,,,,,,,,,,,,
TM-497127,DDR Mickey Loco,"559,000",16,3,,3,,,,,,2,6,2,,
TM-499046,Dream Snoopy Sister Belle,"160,000",1,,,,,,,,,,,,1,
TM-499138,Dream Speed Racer M5,"160,000",45,,,,,,,,,,45,,,
TM-595168,DM Jewelryway Ribonet Alice,"180,000",2,,,,,,,,,,,,2,
TM-595175,Dm Jewelryway Potiron Belle,"180,000",1,,,1,,,,,,,,,,
TM-613497,Metacolle Minions King Bob,"279,000",1,,,1,,,,,,,,,,
TM-615460,ANIA AS-11 Emperor Penguin (Floatable ver.),"99,000",3,,,2,,,,,,,,,,1
TM-615538,Oriental Zodiac(Boar),"99,000",502,4,,26,,,,,,350,,122,,
TM-615910AS,METACOLLE TF G1 Bumble,"279,000",133,7,,69,11,,,,,,,45,1,
TM-615927AS,METACOLLE TF G1 Megatron,"279,000",6,5,,,,,,,,,,,1,
TM-616818,4D 02 Nissan GT-R Black,"379,000",1,1,,,,,,,,,,,,
TM-616825,4D 03 Honda NSX Blue,"379,000",2,,,2,,,,,,,,,,
TM-616832,4D 04 Honda NSX White,"379,000",3,,,3,,,,,,,,,,
TM-616887,Tomica 4D Toyota 86Gr,"379,000",17,10,,5,2,,,,,,,,,
TM-617020,Bộ đường đua xe Tomica DX Go! Go!,"1,990,000",2,,,,,,,1,,,,,1,
TM-619451,LD-09 Shooting Star,"699,000",9,,,9,,,,,,,,,,
TM-627616,S-16 Yokosuka E217,"390,000",12,5,,1,,,,,,3,1,,2,
TM-635383,S-10 E4 Max,"390,000",1,,,,,,,,,1,,,,
TM-635420,S-09 E3 Akita Komachi,"390,000",2,,,1,,,,,,,,,1,
TM-644620,J-01 Tunnel,"140,000",3,3,,,,,,,,,,,,
TM-644682,J-23 Country Station,"120,000",1,,,,,,,,,,,,1,
TM-647232,S-43 Sound 231 kei,"490,000",3,2,,,,,,,,1,,,,
TM-652175,R-07 DOUBLE LENGTH STRAIGHT,"132,000",51,,,15,,,,,,,36,,,
TM-654872,R-21 Double-Size Curve,"120,000",19,,,19,,,,,,,,,,
TM-712961,Rubber Tyre (banh xe),"65,000",2,,,2,,,,,,,,,,
TM-733171,Đồ chơi Free Curve Rail Set,"398,000",54,7,,10,,,,,,,31,6,,
TM-733355,S-17 Jyushu Sonic 883,"390,000",23,3,,,,,,,,2,18,,,
TM-741367,117 Mitsubishi I,"89,000",2,,,,,,,,,2,,,,
TM-741664,S-07 E1 Max,"390,000",4,4,,,,,,,,,,,,
TM-741671,S-32 Yamanote,"390,000",2,2,,,,,,,,,,,,
TM-763994,J-02 Elastic Tunnel,"240,000",4,4,,,,,,,,,,,,
TM-798361,No.19-10 Suzuki Katana,"89,000",1,,,1,,,,,,,,,,
TM-798576,103-07 Mitsuoka Rock Star (Blue),"89,000",1,,,,,,,,,,,,1,
TM-798637,No.093-10 McLaren Speedtail,"120,000",1,,,,,,,,,,,,1,
TM-800248,01Toyota Avanza,"89,000",17,,,,17,,,,,,,,,
TM-801009,40 Nissan Fairlady Nismo,"89,000",8,,,,,,,,,,8,,,
TM-801078,120 Subaru BRZ,"89,000",1,,,,,,,,,,,,1,
TM-801092,21 Nissan X-Trail,"89,000",16,,,1,,,,,,,14,1,,
TM-801115,14 Formula Renault 3.5,"89,000",660,9,,14,43,,,,,30,549,15,,
TM-801122,14 Formula,"89,000",40,4,,,1,,,,,3,,30,2,
TM-801184,75 Suzuki Hustler,"89,000",2,,,1,,,,,,1,,,,
TM-801191,35 Toyota Noah,"89,000",1,,,,,,,,,1,,,,
TM-801207,35-6 Toyota Noah,"89,000",110,7,,27,5,,,,,29,,42,,
TM-801733,14 Formula Renault 3.5 SP,"89,000",596,9,,14,44,,,,,29,492,8,,
TM-802891,DM-15 Poppins Minnie,"160,000",14,10,,,,,,,,,,,4,
TM-802907,DM-13 Tim Tim Mickey,"160,000",2,,,,1,,,,,,,,1,
TM-803591,Dream Time Bokan,"160,000",14,,,6,5,,,,,,,,3,
TM-803966,Big 6 Station,"1,590,000",1,,,,,,,,,1,,,,
TM-804079,DDR Mickey Express,"559,000",3,,,1,,,,,,,,,2,
TM-804086,DDR Donald Shattle,"559,000",44,4,,8,,,,,,1,24,7,,
TM-804093,DDR Pooh Loco,"559,000",4,3,,,,,,,,,,,1,
TM-804765,DM-11 Classic Mickey Mouse,"160,000",1,,,,,,,,,,,,1,
TM-804772,Stocking show case,"160,000",22,,,13,,,,,,9,,,,
TM-805298,Techology TP-06 Kagayaki,"260,000",25,,,1,,,,,,,24,,,
TM-805311,Big BS-03 W7 Kagayaki,"650,000",35,,,2,,,,,,7,24,2,,
TM-805335,R-17 Three Way Rail,"140,000",96,,,39,,,,,,,57,,,
TM-806516,DM-02 Chim Chim alien,"160,000",40,9,,10,13,,,,,,,,7,1
TM-806592,Powered Vehicle 03 Power Drill,"590,000",1,,,,,,,,,,,,1,
TM-806707,DM-03 Speedway star buzz,"160,000",16,,,,14,,,,,,,,1,1
TM-808947,Lion Bus,"590,000",3,,,3,,,,,,,,,,
TM-809067,HR13 Water Cannon Motor Bike,"120,000",27,5,,8,6,,,,,2,,3,3,
TM-809104,HR14 Engineering Motor Bike,"120,000",101,8,,26,14,,,,,,,46,7,
TM-809142,HR16 Emergency Bike,"120,000",24,9,,4,2,,,,,,,6,3,
TM-813323,Coordinate Dress Set Diamond Queen Gold,"260,000",1,,,,,,,,,1,,,,
TM-813897,Xích Long Thần Chiến,"349,000",72,,,,,,,,,53,,18,1,
TM-813903,Hắc Long Thần Chiến,"349,000",300,,,16,,,,,,139,,145,,
TM-813910,Vân Long Thần Tốc,"349,000",24,,,,,,,,,24,,,,
TM-813927,Hoàng Long Thần Tốc,"349,000",26,,,,,,,,,26,,,,
TM-813934,Lục Long Huyết Chiến,"349,000",31,,,,,,,,,31,,,,
TM-813941,Kim Long Huyết Chiến,"349,000",104,,,1,,,,1,,79,,23,,
TM-814252,SA -01 Lion,"219,000",48,9,,14,,,,1,,17,,,,7
TM-814269,SA -02 Elephant,"219,000",4,,,,,,,,,,,4,,
TM-814337,Dream star Maleficent,"160,000",16,5,,,2,,,,,1,,3,5,
TM-814344,Poppins Princess snow white,"160,000",1,,,,,,,,,,,,1,
TM-814351,Poppins Princess Aurora,"160,000",3,,,,,,,,,,,,3,
TM-814535,DDR Buzz Lightyear Star Express,"559,000",11,1,,7,,,,,,,,3,,
TM-814542,DDR Alien Space Train,"559,000",3,1,,,,,,,,,,2,,
TM-814818,AL-06 Pteranodon,"199,000",1,,,,,,,,,,,,1,
TM-814900,DM-05 Corot Alien,"160,000",4,1,,,,,,,,,,,3,
TM-816409,Premium Sweets triple ribbon,"398,000",2,,,1,,,,,,1,,,,
TM-816416,Shooting Star Gold Fairy,"398,000",3,,,1,,,,,,2,,,,
TM-816423,Diamond Queen Rose Purple,"398,000",7,,,,,,,,,7,,,,
TM-820116,TS D-08 Four-Step,"149,000",316,,,,,,,,301,14,,,1,
TM-820260,Song Long Hợp Bích (Bộ 2 con),"629,000",1,,,,,,,,,1,,,,
TM-820420,Dream TF Bumblebee,"140,000",788,12,,,38,,,,,31,683,24,,
TM-820437,Dream TF Nemesis Prime,"140,000",31,,,5,2,,,,,,24,,,
TM-821373,Truck Trailer Container,"390,000",1,,,,,,,,,1,,,,
TM-822899,Corot Olaf,"160,000",53,8,,6,2,,,,,1,,30,6,
TM-824541,80 Jeep Wrangler,"89,000",1,,,1,,,,,,,,,,
