code,name,price,stock,FL Lotte,FL Takashimaya,FL Estella,FL Crescent Mall,Sale Online,FL Event HCM,Kho VP805,Kho GKCPP,Kho FL,Kho ADC,FL Sai Dong,Kho HN_Thanh lý,Kho HCM_Thanh lý
TM-824640,No.66 Honda Fit,"89,000",1,,,,,,,,,,,,1,
TM-824695,52 Daihatsu Copen,"89,000",8,,,,,,,,,3,,,5,
TM-824794,No.28 Yanmar Combine Yh590,"89,000",1,,,,,,,,,,,,1,
TM-824817,8 Suzuki Alto,"89,000",75,1,,45,22,,,,,2,,,5,
TM-824961,98-9 Honda,"89,000",1,,,,,,,,,,,,1,
TM-824978,98-9 Honda,"89,000",1,,,,,,,,,,,,1,
TM-825036,26-10 Mazda,"89,000",1,,,1,,,,,,,,,,
TM-826279CL,M-06 Movin Movin Carl Fredricksen,"160,000",4,,,,,,,,,4,,,,
TM-829614,DM Wamun Big Hero,"160,000",1,,,,,,,,,,,,1,
TM-829980,TS D-01 Straight Slope,"69,000",306,,,,,,,,286,20,,,,
TM-829997,TS D-02 Curve Slope R,"69,000",493,,,,,,,,408,70,,15,,
TM-830009,TS D-03 Curve Slope L,"69,000",587,,,,,,,,434,142,,11,,
TM-830122,TS D-07 One-Step,"119,000",409,,,,,,,,290,119,,,,
TM-831310,Sc-02 Star Cars Storm Trooper Star War,"199,000",130,5,,70,12,,,,,,,34,9,
TM-831327,SC-03 Star Cars R2-D2,"199,000",65,6,,15,9,,,,,1,,25,9,
TM-831334,SC-04 Star Cars C-3Po,"199,000",3,2,,,,,,,,,,,1,
TM-831815,TS D-05 Curve Road,"69,000",32,,,2,,,,,,30,,,,
TM-832652,DM Inside Out Sadness,"160,000",17,,,2,10,,,,,,,,4,1
TM-833291,B-03 Bộ Con Quay Ragna,"379,000",86,9,,,,,,,,,,77,,
TM-833307,B-04 Bộ Con Quay Kerberos,"379,000",76,6,,10,,,,,,,,60,,
TM-833338,B-09 Sàn Đấu,"749,000",1,,,,,,,,,,,,,1
TM-833345,B-12 Bộ Con Quay Deathsizer,"379,000",115,8,,22,,,,,,7,,78,,
TM-833970,TS D-04 Straight Road,"69,000",2,,,,,,,,,2,,,,
TM-834021,TS Loop Road Set,"749,000",1,,,,,,,,,,,,1,
TM-834878,DM Tsum Tsum Donald Duck (Top),"180,000",1,,,,,,,,,,,,1,
TM-834885,DM Tsum Tsum Marie (Top),"180,000",1,,,,,,,,,,,,1,
TM-834892,DM Tsum Tsum Winnie the Pooh,"180,000",4,,,,,,,,,,,,4,
TM-834915,DM Tsum Tsum Dumbo,"180,000",18,10,,3,1,,,,,1,,,3,
TM-834922,DM Tsum Tsum Chip,"180,000",22,4,,,,,,,,,,6,11,1
TM-834939,DM Tsum TSum Daisy Duck,"180,000",5,4,,,,,,,,,,,1,
TM-834946,DM Dream Star Elsa,"160,000",2,,,,,,,,,,,1,1,
TM-834953,DM Poppins Anna,"160,000",23,,,1,17,,,,,,,1,4,
TM-834960,DM Popute Cinderella,"160,000",14,1,,2,3,,,,,,,1,7,
TM-836360,Metacolle Marvel Ultron,"279,000",9,7,,,,,,,,,,,2,
TM-836582,AL-10 Saber Tiger,"199,000",1,,,,,,,,,,,,1,
TM-837367AS,Mega Monster Ball (Red&White),,29,,,7,,,,,,14,,8,,
TM-837596,TS High Way,"1,499,000",1,,,,,,,,,,,,1,
TM-840374,DM-03  New Sports Car,"160,000",10,,,,7,,,,,,,,3,
TM-840404,DM-04,"160,000",1,,,,,,,,,,,,1,
TM-840510,DM Tsum Tsum Mickey,"180,000",5,,,,,,,,,,,,5,
TM-840527,DM Tsum Tsum Dale,"180,000",20,5,,1,,,,,,,,5,8,1
TM-840534,Tsum Tsum Buzz Lightyear(Tsum),"180,000",23,3,,4,5,,,,,1,,6,4,
TM-840541,Tsum Tsum Alien (Tsum),"180,000",34,3,,10,1,,,,,,,14,6,
TM-840558,Tsum Tsum Stitch (Tsum),"180,000",16,2,,,,,,,,,,10,4,
TM-841876,SC-08 Star Wars Star Cars,"199,000",68,9,,31,15,,,,,1,,9,3,
TM-841906,SC-07 Star Wars Star Cars,"199,000",69,9,,32,5,,,,,,,19,4,
TM-842255,DDR Minnie Mouse Sweet Locomotive,"559,000",2,,,,,,,,,,,,2,
TM-842408,Dream Little Twin,"160,000",2,,,,,,,,,,,,2,
TM-842415,Tomica Lucky Draw Hello Kitty,"160,000",17,,,,12,,,,,,,2,3,
TM-842422,DT Sp My Melody (Little Red,"160,000",5,,,,3,,,,,,,1,1,
TM-844204,Disney Motors Tsum Tsum Ailen (Top),"180,000",3,,,,,,,,,,,,3,
TM-844211,DM Tsum Tsum Mike,"180,000",11,4,,1,1,,,,,,,,5,
TM-844228,DM Tsum Tsum Sully,"180,000",5,1,,1,2,,,,,,,,1,
TM-844242,DM Tsum Tsum Piglet,"180,000",3,,,,,,,,,,,,3,
TM-844259,Disney Motors Tusm Tsum Baymacx (Tsum),"180,000",15,4,,,7,,,,,1,,,3,
TM-848844,Ania The Good Dinosaur,"339,000",17,,,,,,,,,17,,,,
TM-851011,DM Tsum Tsum Olaf (Top),"180,000",7,,,3,,,,,,,,,3,1
TM-851059,DM Tsum Tsum Elsa (wink),"180,000",3,1,,,,,,,,,,,2,
TM-851066,DM Tsum Tsum Anna (wink,"180,000",2,,,,,,,,,,,,2,
TM-851073,DM Tsum Tsum Woody,"180,000",2,,,,,,,,,,,,2,
TM-851080,DM Tsum Tsum Oswald,"180,000",2,,,,,,,,,,,,1,1
TM-851097,DM Tsum Tsum Perry,"180,000",23,6,,8,2,,,,,,,,7,
TM-851950,DM Tsum Tsum Dory,"180,000",5,1,,,,,,,,,,,4,
TM-851974,DM Tsum Tsum Alice (Top),"180,000",3,,,,,,,,,,,,3,
TM-851981,DM Tsum Tsum Alice Cheshire Cat,"180,000",3,,,,,,,,,1,,,2,
TM-852735,12 Premium Toyota,"180,000",1,,,,,,,,,,,,1,
TM-853077,The Mighty Thor,"279,000",1,,,,,,,,,,,,1,
TM-854869,TS Connecting Road,"469,000",1,,,,,,,,,,,,1,
TM-855446,20 Lucky Lotto 20,"180,000",3,,,,,,,,,,,,3,
TM-855460,14 Premium Toyota S-Fr,"180,000",3,,,,,,,,,,,,3,
TM-856436,DM Zootopia Judy Mini-Patrole car,"180,000",72,9,,34,4,,,,,,,25,,
TM-856467,DM Zootopia Finnick Ban,"180,000",190,5,,168,2,,,,,,,14,1,
TM-857129,Tomica Exciting Sound Town,"1,269,000",1,,,,,,,,,,,,1,
TM-857662,Tsumtsum Motors Frozen Anna,"180,000",31,2,,8,2,,,,,,,14,4,1
TM-857679,Tsumtsum Motors Frozen Elsa,"180,000",3,,,,,,,,,,,,3,
TM-858126,Đồ chơi BH-07 A/S,,439,,,,,,,,439,,,,,
TM-859888,70 Mitsubishi Outlander,"89,000",1,,,,,,,,,1,,,,
TM-860013,14 Suzuki Escudo Nsx,"89,000",2,,,1,,,,,,,,,1,
TM-860471,Đồ chơi BHC-03A GOLD LAYER VALKYRIE,,388,,,,,,,,388,,,,,
TM-861096,B-40 Beybladeburst Launcher Grip,"199,000",758,3,,3,,,,,696,31,,24,1,
TM-861102,B-45 Tay Quay Beyblade,"199,000",33,6,,27,,,,,,,,,,
TM-861379,Dts Metacolle Woody,"279,000",1,,,1,,,,,,,,,,
TM-861713,Metacolle Evangelion 02,"279,000",22,,,19,1,,,,,,,,2,
TM-861959, DM-08 Dream Star Rapunzel,"160,000",4,,,,,,,,,,,,4,
TM-865247,DM Tsum Tsum Mad Hatter,"180,000",29,2,,5,7,,,,,,,6,9,
TM-865254,Metacolle Hello Kitty (Blue),"279,000",25,,,16,3,,,,,,,3,3,
TM-865261,Metacolle Hello Kitty (Red),"279,000",51,4,,21,1,,,,,,,19,6,
TM-865933,Bàn đấu Beyblade Premium,,18,5,,8,,,,,,,,5,,
TM-865940,Bàn đấu Beyblade Premium,,14,5,,4,,,,,,,,5,,
TM-866275,17 Tomica Premium,"180,000",1,,,,,,,,,1,,,,
TM-866312,Tomica Dream Hello Kitty Collection B'17,"180,000",239,3,,54,22,,,,,41,,117,2,
TM-867302,P/R Genbi Shinkansen,"699,000",1,,,,,,,,,,,,1,
TM-869689,Tomica Handy Map,"439,000",27,,,4,,1,,,,15,,7,,
TM-869917,Thrilling Mountain (1St) With Special Tomica,"1,490,000",1,,,,,,,1,,,,,,
TM-870029,AL-12  Velociraptor,"199,000",1,,,,,,,,,,,,1,
TM-870517,B-50 Sàn Đấu,"899,000",1,,,,,,,,,,,1,,
TM-871941,SW Tomica Rogue One Ostrich,"199,000",39,7,,13,,,,,,,,17,2,
TM-871958,SW Tomica Rogue One Raven Dx,"199,000",23,4,,16,,,,,,,,2,1,
TM-872122,Dm Dreamstar2 Minnie White Day,"160,000",8,2,,,,,,,,1,,,5,
TM-872832,DM-19 Ragoon Wagon Woody,"160,000",1,,,,,,,,,1,,,,
TM-874430,Build City Sushiro,"199,000",25,1,,3,,,,,,20,,,1,
TM-875000,Toystory  08 Slinky,"180,000",5,1,,,,,,,,4,,,,
TM-875017,Toystory 09  Ham And Andy'S Chair,"180,000",6,1,,1,,,,,,4,,,,
TM-876205,AS-28  Flamingo,"99,000",1,,,,,,,,,,,,1,
TM-876229,Exciting Mountain Bucket,"749,000",7,1,,,,,,,,,,3,3,
TM-877110,Ania Ag-06 Mythical Beast Dinosaur Battle Animal Set,"449,000",20,6,,4,,,,,,,,10,,
TM-879497,67-8 Toyota Passo,"89,000",2,,,,,,,,,,,,2,
TM-879596,78 Subaru ImprezaSport (1st),"89,000",25,1,,16,1,,,,,2,,1,4,
TM-883296,Ld-01 Bộ Búp Bê Licca Quà Tặng,"949,000",8,,,8,,,,,,,,,,
TM-883494,DX Parking T-Kun Carrier Truck,"749,000",261,10,,17,5,,,,191,17,,20,1,
TM-883838,B-36 Con Quay Đơn Rising Ragnaruk. G.R,"199,000",1,,,,,,,,,,,,1,
TM-883845,B-37 Con Quay Đơn Kayser Kerbeus. L.P,"199,000",34,6,,2,,,,,,,,26,,
TM-884514,B-41 Bộ Con Quay Wild Wyvern. V.O,"379,000",330,6,,12,,,,,252,49,,11,,
TM-884552,B-56 Con Quay Đơn Unlock Unicorn. D.N,"199,000",1,,,,,,,,,,,,1,
TM-884835,Standing Vehicle Licca-Way,"999,000",47,,,12,,,,,,23,,12,,
TM-885467,Metacolle Dsn Beymax White,"279,000",1,,,,,,,,,,,,1,
TM-885474,Metacolle Dsn Mickey Steamboat Willie,"279,000",49,3,,10,,,,,,,,34,2,
TM-886006,Prince Haruto Doll Set,"799,000",9,,,4,,,,,,5,,,,
TM-886013,Princess Purple Papillon,"529,000",32,,,,,,,,,23,,9,,
TM-886020,Princess Yellow Rose,"489,000",33,,,4,,,,,,12,,17,,
TM-886037,Princess Emerald Dress Set,"529,000",8,,,1,,,,,,4,,3,,
TM-886082,DM Goodday Carry Beauty,"160,000",14,2,,1,7,,,,,,,3,1,
TM-886235,Thrilling moutain bonus parts for Tomica System GWP,"149,000",225,,,9,,,,13,,178,,25,,
TM-886259,LD-10 Wonderful Licca　,"699,000",1,,,1,,,,,,,,,,
TM-887317,Ride on Hello Kitty,"279,000",3,,,,,,,,,,,3,,
TM-887331,Ride on Minions Stuart and Lucy,"279,000",1,,,,,,,,,,,,1,
TM-887393,22 JASDF type T4-Blue Impulse,"180,000",1,,,,,,,,,,,,1,
TM-887713,Tomica DX Parking,"1,749,000",1,,,,,,,,,,,,1,
TM-887843,Happy Train Tokyo Metro Ginzaline 1000Kei With Light,"549,000",1,,,,,,,,,,,,1,
TM-889274,Disney Motors Tsumtsum Bell Tsum Top,"180,000",1,,,,,,,,,,,,1,
TM-889281,Disney Motors Tsumtsum Beast Tsum,"180,000",20,2,,4,3,,,,,,,6,5,
TM-890607,Ania Mountain Island,"1,390,000",5,4,,1,,,,,,,,,,
TM-890805,Build City GWP Display Box With Design Sheet,"149,000","1,270",10,,48,10,,,24,937,230,,9,,2
TM-894339,Disney Motors DM-20,"160,000",2,,,,,,,,,,,,2,
TM-894551,Metacolle Minions Bob,"279,000",1,,,,,,,,,,,,1,
TM-895671,Ania Al-16 Carnotaurus,"199,000",1,,,,,,,,,,,,1,
TM-895763,Whale Island,"749,000",1,1,,,,,,,,,,,,
TM-896272,LD-12 Long Hair Arrange Licca party Dress Set,"699,000",1,,,,,,,,,1,,,,
TM-963110,MDR Spiderman Train DX Set,"1,749,000",1,,,,,,,,,,,,1,
TM-965992,Mini-Bey Starter Assortment,"59,000","18,328",18,,57,6,,140,,"17,947",128,,30,2,
TM-966340A,B-79 Bộ con quay Starter Fabuniru V2,"389,000",1,,,,,,,,,,,,1,
TM-966456A,B-89 Con quay đơn Beyblade Blast Jinnius.SG.Gr,"229,000",1,,,,,,,,,,,,1,
TM-966715,SC-09 SW Star Cars BB-8 Bub200 B,"199,000",2,,,,,,,,,,,,2,
TM-967545,Air Power Dx Maintenance Factory,"1,590,000",3,,,,,,,,,,,,3,
TM-968221,New Year Ania - Dog,"99,000",1,,,,,,,,,,,,1,
TM-971580,Lw-15 Phụ Kiện Váy Cưới Đính Hoa,"360,000",52,,,24,,,,,,13,,15,,
TM-973263,Dinsey Motors Dream Donald Duck Val Edition '18,"160,000",3,,,,,,,,,,,,3,
TM-973836,H: Subaru Impreza Sport Asia,"89,000",5,,,1,,,,,,,,,4,
TM-975342,Star Wars Star Cars Yoda l Bub200 Y,"199,000",5,4,,,,,,,,1,,,,
TM-975687,Mini Bey Stadium,"49,000","11,809",13,,11,3,,70,,"11,436",50,,226,,
TM-981114,Build City Shop In Your Town,"199,000",123,3,,5,1,,,,64,26,,23,1,
TM-981121,Build City Restaurant In Your Town,"199,000",15,,,7,,,,,,8,,,,
TM-981510,Combining Jungle,"1,390,000",1,1,,,,,,,,,,,,
TM-MKT01A,Ania House,,3,,,3,,,,,,,,,,
TM-MKT02A,Hộp trưng bày mô hình Ania,,1,,,1,,,,,,,,,,
DG32502,Dream Girls-Mini Style book,"829,000",1,,,1,,,,,,,,,,
DG32524,Dream Girls-Shoes Designer,"649,000",1,,,1,,,,,,,,,,
DG32525,Dream Girls-Bag Designer,"649,000",2,2,,,,,,,,,,,,
DG32528,Dream Girls-Marine Look Designer,"449,000",13,10,,1,,,,,,,,2,,
DG32533,Dream Girls-Pretty Puppy Dress room,"859,000",1,,,,,,,,,,,,1,
DG32561,Dream Girls-Fashion Designer DX Flower,"859,000",1,1,,,,,,,,,,,,
DL32650,Bộ tủ lạnh Dalimi,"1,190,000",96,,6,9,3,,,,75,,,3,,
DL32676,Cửa hàng Hamburger Dalimi,"1,090,000",60,2,2,8,2,,,,42,,,4,,
DL32677,Cửa Hàng Kem Dalimi,"1,490,000",38,2,2,3,,,,,29,,,2,,
DL32681,Búp bê Dalimi ,"790,000",1,,,1,,,,,,,,,,
DL32683,Bộ siêu thị Dalimi,"1,269,000",7,,,3,4,,,,,,,,,
DL32685,Bộ tiệm bánh mỳ Dalimi,"999,000",2,,,,,,,,,,,,1,1
DL32694,Xe Cấp Cứu Bệnh Viện Dalimi,"1,190,000",59,3,4,2,2,,,,44,1,,3,,
DL73000,Búp Bê Doremi Dalimi,"790,000",24,6,4,7,3,,,,1,,,3,,
DL73001,Búp bê Doremi bé nhỏ Dalimi,"790,000",26,2,1,3,1,,,,16,,,3,,
DL73040,Bộ nhà bếp Dalimi,"2,190,000",12,2,2,2,2,,,,2,,,2,,
DL73045,Bệnh Viện Thú Cưng Dalimi,"790,000",30,3,5,2,2,,,,12,,,6,,
DL73049,Lò nướng cắm trại BBQ Dalimi,"990,000",32,4,6,1,3,,,,16,,,2,,
DL73050,Bộ lều và dụng cụ cắm trại Dalimi,"1,190,000",14,2,3,4,1,,,,,,,4,,
DL73166,Máy Rửa Chén Dalimi,"1,090,000",24,4,4,6,4,,,,,,,6,,
DL73167,Đàn Piano Dalimi,"2,190,000",15,2,2,,1,,,,8,,,2,,
DL73168,Bồn Rửa Chén Dalimi,"890,000",55,2,6,,2,1,,,40,,,4,,
DL73169,Máy Giặt Dalimi,"890,000",37,1,3,10,4,,,,12,,,7,,
DL73183,Xe kéo Dalimi,"1,190,000",1,,,1,,,,,,,,,,
DL73240,Cửa hàng bánh Macaron Dalimi,"1,490,000",45,3,3,6,2,,,,27,,,4,,
DL73243,Máy Hút Bụi Cầm Tay Dalimi,"890,000",52,4,4,1,3,,,,36,,,4,,
DL73260,Máy Pha Cà Phê Dalimi,"890,000",30,3,2,3,6,,,,12,,,4,,
DL73261,Máy Xay Sinh Tố Dalimi,"890,000",55,5,5,8,3,,,,34,,,,,
DL73263,Bộ nhà thỏ búp bê Dalimi,"1,390,000",50,4,5,5,4,,,,28,,,4,,
HP0088,Bộ làm bánh Harp,"849,000",37,9,3,5,3,1,4,,,,,12,,
HP0089,Máy làm huy hiệu Harp,"890,000",6,6,,,,,,,,,,,,
HP32247,Máy làm đá bào Harp,"1,090,000",100,4,1,6,5,,6,1,63,,,14,,
HP32257,Máy làm sticker 3D Harp,"990,000",51,4,5,6,4,,4,,20,,,8,,
HP32263,Máy làm Sôcola,"479,000",1,,,,,1,,,,,,,,
HP32275,Hộp cầu tuyết kỳ diệu Harp,"1,319,000",1,1,,,,,,,,,,,,
HP32285,Máy chế biến kẹo bông gòn Harp,"1,890,000",133,6,6,9,7,,5,4,84,3,,7,1,1
HP32288,Harp-3D Sticker Maker Refill,"299,000",2,,,,,,,,,2,,,,
HP32614,Máy làm huy hiệu Harp,"890,000",62,8,6,9,3,,4,,24,,,8,,
HP73207,Bộ dụng cụ đóng dấu Harp,"890,000",64,4,12,12,6,,4,,24,,,2,,
HP73322,Bể cá cầu vồng Harp,"1,590,000",28,2,2,5,5,,3,,9,,,2,,
1684016,Mô hình ấm nước thông minh. Hiệu Smart,"299,000",2,,,,,,,,,,,2,,
KB310,Trống sáng tạo Kibu - Trâu Kubi,"89,000",12,,,,,,,,,12,,,,
204512,Đồ chơi lắp ráp Re-ment - POKEMON Terrarium 5,"259,000",2,,,,,,,,,,,,1,1
205212,Đồ chơi lắp ráp Rement - POKEMON PETITE FLEUR trois ,"299,000",1,,,1,,,,,,,,,,
205229,Đồ chơi lắp ráp Rement - POKEMON PETITE FLEUR trois ,"299,000",1,,,,,,,,,,,,,1
205571,Rement – POKEMON Terrarium 8,"279,000",1,,,1,,,,,,,,,,
4521121206554,Rement – POKEMON Pochama Collection,"299,000",7,,,6,1,,,,,,,,,
4521121206578,POKEMON Forest 7,"299,000",49,19,,22,8,,,,,,,,,
4521121206615,POKEMON Nakayoshi friends 2,"299,000",47,,,33,14,,,,,,,,,
4521121206837,POKEMON World 2,"299,000",32,,,27,5,,,,,,,,,
4521121206950,POKEMON WREATH COLLECTION 2 Happiness Wreath ,"299,000",47,21,,12,14,,,,,,,,,
4521121207056,POKEMON Midnight Mansion,"349,000",1,1,,,,,,,,,,,,
4521121207131,POKEMON Terrarium 12 ,"299,000",60,20,,22,18,,,,,,,,,
4521121207155,POKEMON Terrarium Happy Mainichi,"349,000",55,8,,33,14,,,,,,,,,
4521121207230,POKEMON Garden ,"349,000",60,10,,33,17,,,,,,,,,
4549660820741,POKEMON SCALE WORLD KANTO REGION W/O GUM,"249,000",8,1,,4,3,,,,,,,,,
4549660820789,POKEMON KIDS TRAVELING FRIENDS EDITION W/O GUM,"99,000",57,23,,20,14,,,,,,,,,
4549660836650,POKEMON KIDS MEMORABLE POKEMON GET! HEN,"99,000",8,3,,5,,,,,,,,,,
4573102555908,POKEPLA 42 EEVEE,"299,000",2,2,,,,,,,,,,,,
4573102557827,POKEPLA 41 PIKACHU,"299,000",1,,,,1,,,,,,,,,
4573102558909,POKEPLA 32 MEWTWO,"299,000",8,,,1,7,,,,,,,,,
4573102577528,POKEPLA 33 Xerneas,"549,000",7,4,,3,,,,,,,,,,
4573102581761,POKEPLA 37 Mega Bursyamo,"549,000",12,3,,7,2,,,,,,,,,
4573102582874,POKEPLA 05 HO-OH,"299,000",9,4,,4,1,,,,,,,,,
4573102582898,POKEPLA 14 ZEKROM,"299,000",1,,,,1,,,,,,,,,
4573102602701,POKEPLA 43 CHARIZARD BATTLEVer. & DRAGONITE VS SET,"549,000",5,,,3,2,,,,,,,,,
4573102602718,POKEPLA 44 RIOLU & LUCARIO,"499,000",8,1,,7,,,,,,,,,,
4573102604415,POKEPLA 45 GENGAR,"399,000",5,2,,1,2,,,,,,,,,
4573102617989,POKEPLA 47 SELECT SERIES Greninja,"499,000",16,,,14,2,,,,,,,,,
4573102619181,POKEPLA 48 Gaburias (Garchomp),"499,000",12,1,,7,4,,,,,,,,,
4573102640215,POKEPLA 52 Gyarados,"549,000",8,,,6,2,,,,,,,,,
4983164188875,POKEMON KORORIN FRIENDS PLUSH#TOTODILE#POLI,"399,000",5,2,,2,1,,,,,,,,,
4983164190984,POKEMON BIG PLUSH～DRAGONITE～,"599,000",7,2,,2,3,,,,,,,,,
4983164190991,POKEMON BIG PLUSH～PIKACHU･TEDDIURSA～,"599,000",1,,,1,,,,,,,,,,
4983164191011,POKEMON SUPER BIG PLUSH～MEW～,"699,000",1,,,,1,,,,,,,,,
4983164193046,POKEMON SUPER BIG PLUSH CUSHION～PIKACHU～,"699,000",1,,,,1,,,,,,,,,
4983164193060,POKEMON BIG PLUSH～AMPHAROS#DEDENNE～,"599,000",2,,,1,1,,,,,,,,,
4983164193077,POKEMON BIG PLUSH～PLUSLE#GLACEON～,"599,000",1,1,,,,,,,,,,,,
4983164193084,POKEMON BIG PLUSHMBREON MINUN,"599,000",1,,,1,,,,,,,,,,
4983164193091,POKEMON SUPER BIG PLUSH～CHARMANDER～,"699,000",3,,,3,,,,,,,,,,
4983164194111,POKEMON BIG PLUSH VAPOREON MUDKIP,"599,000",7,2,,2,3,,,,,,,,,
4983164195163,POKEMON BIG PLUSH SPRIGATITO FUECOCO QUAXLY,"599,000",6,3,,3,,,,,,,,,,
4983164195187,POKEMON SUPER BIG PLUSH RAICHU,"699,000",8,3,,3,2,,,,,,,,,
